id,title,description,product_id,slug,api,ilsac,acea,jaso,oem_sertification,recommendations,pds_url,sds_url,created_at,oil_type_id,product_group_id,viscosity_id,image,application,features_benefits
90,Aminol™ Nauta C40,"Aminol™ Nauta C40 is a marine cylinder lubricant specifically engineered for slow-speed 2-stroke engines employing low-sulfur residual fuels. It boasts enhanced detergency, excellent dispersancy, and exceptional resistance to wear, oxidation, and deposits.",AL/MO-0002,aminoltm-nauta-c40,Not available,Not available,Not available,Not available,"MAN ES
WinGD
J-ENG",Not available,,,2025-05-24 08:25:00.255+00,,15,,"","Aminol™ Nauta C40 is recommended for the cylinder lubrication of the newest, high performance low-speed crosshead marine diesel engines operating on blended residual fuels and distillates containing sulfur below 0.5%. It is compatible with all fuels compliant with IMO 2020 and ECA regulations.","Reduces cylinder and piston wear, extending service intervals.
Prevents ring sticking and minimizes deposits in pistons, chambers, and exhaust areas.
Maintains stability in ambient temperatures and during prolonged storage."
91,Aminol™ Nauta C55,Aminol™ Nauta C55 is a high-quality cylinder lubricant tailored for low-speed marine diesel crosshead engines utilizing residual fuel. Its specialized design focuses on rapid and efficient acid neutralization while ensuring advanced engine cleanliness.,AL/MO-0003,aminoltm-nauta-c55,Not available,Not available,Not available,Not available,"MAN ES
WinGD
J-ENG",Not available,,,2025-05-24 08:25:00.263+00,,15,,"",Aminol™ Nauta C55 is recommended for lubricating 2-stroke engines operating on fuels with sulfur content ranging from 0.5% to 3.5%. It is compatible with all fuels compliant with IMO 2020 and ECA regulations.,"Remarkable thermal and oxidation stability
Effective control of deposits ensuring cleaner engine parts
Enables operation at ideal feed rates
Guards against scuffing
Minimizes wear on liners and rings
Extends the duration between overhauls"
93,Aminol™ Nauta C100,"Aminol™ Nauta C100 is a premium marine cylinder oil specifically tailored for contemporary low-speed 
2-stroke marine diesel engines reliant on high-sulfur heavy fuel oil (HFO). Formulated through a blend of highly refined base oils and precision-selected additives, it offers superior safeguarding against ring and liner wear while ensuring sustained piston cleanliness in slow-speed crosshead diesel engines",AL/MO-0005,aminoltm-nauta-c100,Not available,Not available,Not available,Not available,"MAN ES
WinGD
J-ENG",Not available,,,2025-05-24 08:25:00.279+00,,15,,"",Aminol™ Nauta C100 is recommended for all low-speed 2-stroke engines operating on residual fuels with sulfur content exceeding 1%. It is also well-suited for vessels equipped with exhaust gas post-treatment systems.,"Outstanding acid neutralization
Superior detergency capability
Enhanced anti-wear properties
Compatibility with all standard seal materials"
94,Aminol™ Nauta C140,"Aminol™ Nauta C140 is a premium marine cylinder oil specifically tailored for contemporary low-speed 
2-stroke marine diesel engines reliant on high-sulfur heavy fuel oil (HFO). Formulated through a blend of highly refined base oils and precision-selected additives, it offers superior safeguarding against ring and liner wear while ensuring sustained piston cleanliness in slow-speed crosshead diesel engines.",AL/MO-0006,aminoltm-nauta-c140,Not available,Not available,Not available,Not available,"MAN ES
WinGD
J-ENG",Not available,,,2025-05-24 08:25:00.286+00,,15,,"","Aminol™ Nauta C140 is recommended for all low-speed 2-stroke engines operating on residual fuels with sulfur content exceeding 1%. It is also ideal for engines with high corrosiveness, requiring elevated neutralization levels.","Outstanding acid neutralization
Superior detergency capability
Enhanced anti-wear properties
Compatibility with all standard seal materials"
98,Aminol™ Transmission TN3 80W-90 GL-5,"Aminol™ Transmission TN3 80W-90 GL-5 is a high-quality multi-grade gear oil  fortified with selected additive package to offer exceptional shifting performance, favorable low-temperature fluidity, and the ability to retain viscosity even at high temperatures. It has specially been designed for manual transmissions, dfifferentials and final drives where extreme pressures and shock loading are expected.",AL/TF-0017,aminoltm-transmission-tn3-80w-90-gl-5,GL-5,Not available,Not available,Not available,"MIL-L 2105 D 
MAN 342  M2
ZF TE-ML 05A/07A/12E/16B/16C/16D/17B/19B/21A",Not available,,,2025-05-24 08:25:00.318+00,,7,23,"","Aminol™ Transmission TN3 80W-90 GL-5 is suitable for automotive gearboxes, axles, differentials, transaxles and hypoid gear sets in motorcycles, passenger cars, commercial vehicles, off-road construction and agricultural equipment where GL-5 oil with a viscosity of SAE 80W-90 is recommended.","Superior thermal and oxidation stability 
Excellent rust and corrosion protection
Effective low temperature lubrication
Better compatibility with typical automotive seals and gaskets
Reduced wear and longer component life"
113,Aminol™ Transmission 85W-90 LS GL-5,"Aminol™ Transmission 85W-90 LS GL-5 is a high-quality hypoid gear oil engineered specifically for use in axle drives equipped with limited-slip differentials. Its unique friction properties aid in providing smooth, noise-free operation and extending the life of multiplate clutches within limited-slip differentials (LSDs).",AL/TF-0032,aminoltm-transmission-85w-90-ls-gl-5,GL-5,Not available,Not available,Not available,"MIL-L-2105 D
ZF TE-ML 05C
ZF TE-ML 12C
ZF TE-ML 16E
ZF TE-ML 21C",Not available,,,2025-05-24 08:25:00.459+00,,7,26,"","Aminol™ Transmission 85W-90 LS GL-5 is recommended for use in all types of synchronized manual transmissions (including heavy-duty), in differentials (including LS with excessive friction), steering equipment and other transmission parts where API GL-5 LS oil is required.","Extremely high load-carrying capacity
Excellent wear protection 
Outstanding limited slip features
Exceptional resistance to aging
High oxidation resistance, even under elevated thermal stress
Effective foam/air separation and stability at high speeds
Compatibility with non-ferrous metals and seals
Remarkablet viscosity-temperature behavior"
117,Aminol™ Special Generation SLD1 5W-30 CK-4,"Aminol™ Special Generation SLD1 5W-30 CK-4 is a versatile all-season heavy-duty diesel engine oil that combines advanced engine protection for low-emission vehicles with potential fuel efficiency gains. It's suitable for a wide range of diesel-powered commercial vehicles in on- and off-highway applications, including transportation, mining, construction, and agriculture.",AL/EO-0049,aminoltm-special-generation-sld1-5w-30-ck-4,CK-4/SN,Not available,E6/E7/E9,Not available,"Deutz DQC IV-18 LA
MB 228.31/228.51
Volvo VDS - 4.5
Mack EOS - 4.5
Renault Trucks RLD-3
MAN M 3677/3691/3775","Caterpillar ECF-3, Cummins CES 20086, 
Detroit Diesel DFS 93K222, JASO DH-2, 
Mack EO-O Premium Plus, MTU Typ 3.1, 
Renault Trucks RGD, Scania Low Ash, 
Volvo CNG, Volvo VDS-4",,,2025-05-24 08:25:00.506+00,,1,14,"","Aminol™ Special Generation SLD1 5W-30 CK-4 can be used in naturally aspirated and turbocharged heavy duty diesel engines, both in mobile and stationary equipment, where the API CK-4 service category and SAE 5W-30 viscosity grade are specified.","Extended oil drain intervals for modern heavy-duty engines
Enhanced wear protection compared to previous-generation oils
Prolonged life of exhaust aftertreatment systems
Maximum thermal stability and oxidation resistance
Engine safeguarding against sludge and detrimental deposits
Smooth cold starts in low-temperature conditions
Reduced oil consumption via combustion"
120,Aminol™ Special Generation SLD4 5W-40 CK-4,"Aminol™ Special Generation SLD4 5W-40 CK-4 is a top-notch diesel engine oil made with high-quality base stocks and a carefully balanced additive package. It's designed to work seamlessly with exhaust aftertreatment systems, such as diesel particulate filters (DPFs), diesel oxidation catalysts (DOCs), and selective catalytic reduction (SCR).",AL/EO-0052,aminoltm-special-generation-sld4-5w-40-ck-4,CK-4/SN,Not available,E9,Not available,"MB-228.31
MAN M3775
Volvo VDS-4.5
Mack EOS-4.5 
Renault Trucks RLD-4
Cummins CES 20086
Caterpillar ECF-3
Detroit Diesel DDC 93K222
Deutz DQC III-18LA","MB 228.3
Ford WSS-M2C171-E  
Ford WSS-M2C171-F1
MTU Type 2/2.1
MAN M3677/M3777",,,2025-05-24 08:25:00.536+00,,1,15,"","Aminol™ Special Generation SLD4 5W-40 CK-4 can be used in naturally aspirated and turbocharged heavy duty diesel engines, both in mobile and stationary equipment, where the API CK-4 service category and SAE 5W-40 viscosity grade are specified.","Excellent wear resistance
Outstanding high and low-temperature behavior
High engine cleanliness
Reliable lubrication
Extended engine service life
Optimal stability to aging"
123,Aminol™ Super SPD2 15W-40 CJ-4/SN,"Aminol™ Super SPD2 15W-40 CJ-4/SN is a low-SAPS, high-performance heavy-duty diesel engine oil deveoped for on-road and off-road applications. Its formulation has been precisely crafted, employing a judicious selection of components to ensure optimal wear control, efficient soot management, and dependable oil stability, especially in engines operating under rigorous conditions.",AL/EO-0055,aminoltm-super-spd2-15w-40-cj-4sn,CJ-4/SN,Not available,E-9,Not available,"MB-228.31
Cummins CES 20081
CAT ECF-3
Volvo VDS-4
Mack EO-O PP
Renault RLD-3
DDC 93K218
MAN 3575 
MTU Type-2.1
Deutz DQC III-18 LA",Not available,,,2025-05-24 08:25:00.57+00,,1,15,"","Aminol™ Super SPD2 15W-40 CJ-4/SN is recommended for use in the latest turbocharged or supercharged high-performance diesel engines operating under severe conditions. Well-suited for extended drain intervals, it proves ideal for both on-road and off-road applications.","Ensures superior performance and extends engine life.
Reduces emissions and extends the lifespan of emissions control systems
Provides exceptional wear protection
Effectively manages soot produced during combustion
Ensures reliable oil stability, even under severe operating conditions
Optimizes lubrication properties
Enables extended drain intervals"
142,Aminol™ EcoSynergy 10W-40 E4/E7,"Aminol™ EcoSynergy 10W-40 E4/E7 is a high-performance lubricant designed for diesel engines in light and heavy commercial vehicles, whether with or without turbochargers. Meeting Euro-II, Euro-III, Euro-IV, and Euro V emissions standards, it seamlessly works with engines using EGR and/or SCR exhaust after-treatment systems but isn't recommended for those equipped with a Diesel Particle Filter (DPF).",AL/EO-0074,aminoltm-ecosynergy-10w-40-e4e7,Not available,Not available,E4/E7,Not available,MB 228.5; MAN M3277/3377; Volvo VDS-3; Renault Trucks RLD-2; Mack EO-N; Deutz DQC IV-18,Not available,,,2025-05-24 08:25:00.71+00,,1,8,"","Modern heavy-duty engines equipped with EGR and SCR NOx reduction systems (not suitable for Diesel Particulate Filters)
Conventional high performance naturally aspirated or turbocharged commercial vehicles 
On-Highway Short-Haul and Long-Haul Trucks and Buses
Off-Highway Mining, Construction and Agricultural Equipment","Effective deposit prevention
Improved low-temperature pumpability
Strong dispersion properties
Superior wear and corrosion protection
Stable viscosity index
Extended oil change intervals
Reduced fuel consumption"
126,Aminol™ Super CNG 15W-40,"Aminol™ Super CNG 15W-40 is a high-performance heavy-duty engine oil developed specifically for spark-ignited CNG and LNG fueled truck and bus engines. Formulated with carefully selected additives, it provides superior detergency, dispersancy, oxidation and nitration resistance, along with protection against engine wear and corrosion.",AL/EO-0058,aminoltm-super-cng-15w-40,CF,Not available,Not available,Not available,"Cummins CES 20074
Detroit Diesel DDC 93K216",Not available,,,2025-05-24 08:25:00.6+00,,1,15,"","Aminol™ Super CNG 15W-40 is recommended for use in engines of trucks and buses running on CNG (Compressed Natural Gas) and LNG (Liquefied Natural Gas). It is also compatible with Exhaust Gas Recirculation (EGR) Systems, Three Way Catalysts, and other emissions reduction  technologies.","High thermal and oxidation stability
Extended drain interval capability
Advanced wear protection
Effective detergency/dispersancy
Optimized ash level
Easy engine start at low temperatures
Reduced oil consumption due to low volatility
Good engine cleanliness"
127,Aminol™ Premium PMD1 15W-40 CI-4/SL,"Aminol™ Premium PMD1 15W-40 CI-4/SL is an extra high-performance heavy-duty diesel engine oil designed to provide long engine life and extended drain capability for today’s diesel engines operating in severe applications. Its advanced chemistry delivers outstanding performance in both modern, demanding low-emission diesel engines and older diesel engines operating on low or high sulfur fuel.",AL/EO-0059,aminoltm-premium-pmd1-15w-40-ci-4sl,CI-4/SL,Not available,E7,DH-1,"JASO DH-1; Global DHD-1; MB 228.3; MTU Type 2; Volvo VDS 3; Mack EO-N; Renault RLD-2; Cummins CES 20078; DDC 93K215; Deutz DQC III-18; MAN 3275-1, CAT ECF 1a",Not available,,,2025-05-24 08:25:00.606+00,,1,15,"","Aminol™ Premium PMD1 15W-40 CI-4/SL is recommended for use in modern four-stroke diesel engines of heavy duties under severe conditions, including vehicles equipped with EGR and SCR NOx reduction systems (not suitable for Diesel Particulate Filters). It fulfills the requirements of the EU Euro I/II/III/IV/V emission standards.","Extended service intervals and long-drain oil refreshment periods
High thermal and oxidation stability
Low volatility, excellent wear and bore polish control
Easy cold start-up 
Advanced detergent/dispersant properties
Outstanding engine cleanliness"
129,Aminol™ Premium PMD3 5W-40 CI-4/SL,"Aminol™ Premium PMD3 5W-40 CI-4/SL is an extra high-performance heavy-duty diesel engine oil designed to provide long engine life and extended drain capability for today’s diesel engines operating in severe applications. Its advanced chemistry delivers outstanding performance in both modern, demanding low-emission diesel engines and older diesel engines operating on low or high sulfur fuel.",AL/EO-0061,aminoltm-premium-pmd3-5w-40-ci-4sl,CI-4/SL,Not available,E7,DH-1,"Global DHD-1; MB 228.3; MTU Type2; Volvo VDS 3; Mack EO-N; Renault RLD-2; Cummins CES 20078; DDC 93K215; Deutz DQC III-10; MAN 3275-1, CAT ECF 1a",Not available,,,2025-05-24 08:25:00.622+00,,1,15,"","Aminol™ Premium PMD3 5W-40 CI-4/SL is recommended for use in modern four-stroke diesel engines of heavy duties under severe conditions, including vehicles equipped with EGR and SCR NOx reduction systems (not suitable for Diesel Particulate Filters). It fulfills the requirements of the EU Euro I/II/III/IV/V emission standards.","Extended service intervals and long-drain oil refreshment periods
High thermal and oxidation stability
Low volatility, excellent wear and bore polish control
Easy cold start-up 
Advanced detergent/dispersant properties
Outstanding engine cleanliness"
131,Aminol™ Premium PMD5 20W-50 CI-4/SL,"Aminol™ Premium PMD5 20W-50 CI-4/SL is an extra high-performance heavy-duty diesel engine oil designed to provide long engine life and extended drain capability for today’s diesel engines operating in severe applications. Its advanced chemistry delivers outstanding performance in both modern, demanding low-emission diesel engines and older diesel engines operating on low or high sulfur fuel.",AL/EO-0063,aminoltm-premium-pmd5-20w-50-ci-4sl,CI-4/SL,Not available,E7,DH-1,"Global DHD-1; MB 228.3; MTU Type 2; Volvo VDS 3; Mack EO-N; Renault RLD-2; DDC 93K215; Cummins CES 20077/20078, Deutz DQC III-18; MAN 3275-1, CAT ECF 1a",Not available,,,2025-05-24 08:25:00.639+00,,1,12,"","Aminol™ Premium PMD5 20W-50 CI-4/SL is recommended for use in modern four-stroke diesel engines of heavy duties under severe conditions, including vehicles equipped with EGR and SCR NOx reduction systems (not suitable for Diesel Particulate Filters). It fulfills the requirements of the EU Euro I/II/III/IV/V emission standards.","Extended service intervals and long-drain oil refreshment periods
High thermal and oxidation stability
Low volatility, excellent wear and bore polish control
Easy cold start-up 
Advanced detergent/dispersant properties
Outstanding engine cleanliness"
132,Aminol™ Avantgarde AD1 20W-50 CH-4/SJ,"Aminol™ Avantgarde AD1 20W-50 CH-4/SJ is a high performance solution designed to provide superior performance, particularly for diesel engines used in demanding on- and off-highway heavy duty applications. Formulated using the latest synthetic technology, it excels in several critical aspects of engine care.",AL/EO-0064,aminoltm-avantgarde-ad1-20w-50-ch-4sj,CH-4/SJ,Not available,E7,Not available,"MB 228.3 
MAN M 3275-1
CES 20076
Deutz DQC II-18",Not available,,,2025-05-24 08:25:00.644+00,,1,12,"","Aminol Aminol™ Avantgarde AD1 20W-50 CH-4/SJ is recommended for all types of diesel and gasoline engines where the manufacturer specifies the API CH-4/SJ service category. It is also suitable for on-road and off-road applications, including equipment that are exposed to extreme low temperature.","Superior soot viscosity control
High resistance to corrosive and abrasive wear
Outstanding thermal and oxidative stability
Excellent low-temperature pumpability
Improved corrosion protection with extended drain intervals
Shear stability to maintain grade consistency"
134,Aminol™ Avantgarde AD3 10W-40 CH-4/SJ,"Aminol™ Avantgarde AD3 10W-40 CH-4/SJ is a high performance solution designed to provide superior performance, particularly for diesel engines used in demanding on- and off-highway heavy duty applications. Formulated using the latest synthetic technology, it excels in several critical aspects of engine care.",AL/EO-0066,aminoltm-avantgarde-ad3-10w-40-ch-4sj,CH-4/SJ,Not available,E7,Not available,"MB 228.3 
MTU Type 2 
MAN M 3275-1
CES 20076
Deutz DQC II-18",Not available,,,2025-05-24 08:25:00.653+00,,1,8,"","Aminol Aminol™ Avantgarde AD3 10W-40 CH-4/SJ is recommended for all types of diesel and gasoline engines where the manufacturer specifies the API CH-4/SJ service category. It is also suitable for on-road and off-road applications, including equipment that are exposed to extreme low temperature.","Superior soot viscosity control
High resistance to corrosive and abrasive wear
Outstanding thermal and oxidative stability
Excellent low-temperature pumpability
Improved corrosion protection with extended drain intervals
Shear stability to maintain grade consistency"
139,Aminol™ EcoSpectra UHPD 10W-30 LA,"Aminol™ EcoSpectra UHPD 10W-30 LA is a high-performance engine oil based on synthetic technology to be used in diesel engines in light- and heavy commercial vehicles with or without turbocharger and has been designed to meet Euro-IV and Euro-V emission requirements. Formulated with  selected base oils and a complex additive system, it ensures excellent flow and lubrication characteristics.",AL/EO-0071,aminoltm-ecospectra-uhpd-10w-30-la,CI-4,Not available,E6/E7/E9/E11,DH-2,"MB 228.51, MAN M3477/M3271-1, Volvo VDS-3, Renault trucks RLD 2/RXD/RGD, MTU Type 3.1, Mack EO-N, Deutz DQC IV 18 LA/DQC TTCD, Cummins CES 20076/20077, Caterpillar ECF 1a",Not available,,,2025-05-24 08:25:00.686+00,,1,7,"","Modern heavy-duty engines fitted with Exhaust Gas Recirculation (EGR) and Selective Catalytic Reduction (SCR) systems, Diesel Particulate Filters (DPF)
On-highway heavy-duty trucks and buses 
Off-highway mining, construction and agricultural equipment","Exceptional thermal and oxidation stability
Outstanding detergent and dispersant properties
Fuel-efficient operation
Superb cold start performance
Excellent viscosity-temperature behavior
Compatible with sealants
High-level wear protection"
140,Aminol™ EcoSpectra UHPD 10W-40 LA,"Aminol™ EcoSpectra UHPD 10W-40 LA is a high-performance engine oil based on synthetic technology to be used in diesel engines in light- and heavy commercial vehicles with or without turbocharger and has been designed to meet Euro-IV and Euro-V emission requirements. Formulated with  selected base oils and a complex additive system, it ensures excellent flow and lubrication characteristics.",AL/EO-0072,aminoltm-ecospectra-uhpd-10w-40-la,CI-4,Not available,E6/E7/E8/E9/E11,DH-2,"MB 228.51, MAN M3477/M3271-1, Volvo VDS-3, Renault trucks RLD 2/RXD/RGD, MTU Type 3.1, Mack EO-N, Deutz DQC IV 18 LA/DQC TTCD, DAF extended drain , Cummins CES 20076/20077, Caterpillar ECF 1a",Not available,,,2025-05-24 08:25:00.697+00,,1,8,"","Modern heavy-duty engines fitted with Exhaust Gas Recirculation (EGR) and Selective Catalytic Reduction (SCR) systems, Diesel Particulate Filters (DPF)
On-highway heavy-duty trucks and buses 
Off-highway mining, construction and agricultural equipment","Exceptional thermal and oxidation stability
Outstanding detergent and dispersant properties
Fuel-efficient operation
Superb cold start performance
Excellent viscosity-temperature behavior
Compatible with sealants
High-level wear protection"
141,Aminol™ EcoSynergy 5W-30 E4/E7,"Aminol™ EcoSynergy 5W-30 E4/E7 is a high-performance lubricant designed for diesel engines in light and heavy commercial vehicles, whether with or without turbochargers. Meeting Euro-II, Euro-III, Euro-IV, and Euro V emissions standards, it seamlessly works with engines using EGR and/or SCR exhaust after-treatment systems but isn't recommended for those equipped with a Diesel Particle Filter (DPF).",AL/EO-0073,aminoltm-ecosynergy-5w-30-e4e7,Not available,Not available,E4/E7,Not available,MB 228.5; MAN M3277/3377; Volvo VDS-3; Renault Trucks RLD-2; Mack EO-N; Deutz DQC IV-18,Not available,,,2025-05-24 08:25:00.705+00,,1,14,"","Modern heavy-duty engines equipped with EGR and SCR NOx reduction systems (not suitable for Diesel Particulate Filters)
Conventional high performance naturally aspirated or turbocharged commercial vehicles 
On-Highway Short-Haul and Long-Haul Trucks and Buses
Off-Highway Mining, Construction and Agricultural Equipment","Effective deposit prevention
Improved low-temperature pumpability
Strong dispersion properties
Superior wear and corrosion protection
Stable viscosity index
Extended oil change intervals
Reduced fuel consumption"
144,Aminol™ TO-4 SAE 30,Aminol™ TO-4 SAE 30 is a top-tier hydraulic and transmission fluid designed with advanced technology to provide superior performance and enhanced durability for modern hydraulic systems and transmissions fitted to heavy-duty off-highway equipment. Its formulation has been crafted to meet or surpass the demanding Caterpillar TO-4 specification.,AL/TF-0002,aminoltm-to-4-sae-30,"CF, MT-1",Not available,Not available,Not available,"CAT TO-4
Allison C4
ZF TE-ML-03C/07F
Komatsu KES 07.868.1
Komatsu Dresser
Dana Powershift",Not available,,,2025-05-24 08:25:00.731+00,,5,17,"","Heavy duty transmissions, gear boxes, final drives, and hydraulic systems used in off-highway applications
Off-highway industries including: mining, construction, quarrying, and agriculture
Manual, powershift and automatic transmissions where a CAT TO-4 or Allison C-4 fluid is required","Well-balanced static and dynamic friction coefficients
Exceptional foam control and protection
Superior thermal and oxidation stability
Optimized retention of clutch-friction and control over slippage
Outstanding stability for hydraulic oil and protection against high-pressure pump wear
Remarkable performance in low-temperature fluid flow"
146,Aminol™ TO-4 SAE 60,Aminol™ TO-4 SAE 60 is a top-tier hydraulic and transmission fluid designed with advanced technology to provide superior performance and enhanced durability for modern hydraulic systems and transmissions fitted to heavy-duty off-highway equipment. Its formulation has been crafted to meet or surpass the demanding Caterpillar TO-4 specification.,AL/TF-0004,aminoltm-to-4-sae-60,"CF, MT-1",Not available,Not available,Not available,"CAT TO-4
Allison C4
ZF TE-ML-03C
Komatsu KES 07.868.1
Komatsu Dresser
Dana Powershift",Not available,,,2025-05-24 08:25:00.748+00,,5,20,"","Heavy duty transmissions, gear boxes, final drives, and hydraulic systems used in off-highway applications
Off-highway industries including: mining, construction, quarrying, and agriculture
Manual, powershift and automatic transmissions where a CAT TO-4 or Allison C-4 fluid is required","Well-balanced static and dynamic friction coefficients
Exceptional foam control and protection
Superior thermal and oxidation stability
Optimized retention of clutch-friction and control over slippage
Outstanding stability for hydraulic oil and protection against high-pressure pump wear
Remarkable performance in low-temperature fluid flow"
162,Aminol™ Heat Transfer Oil 32,"Aminol™ Heat Transfer Oil 32 is a top-quality heat transfer fluid designed for closed indirect heating systems. Crafted from highly refined base stocks, it offers exceptional oxidation stability and remarkable resistance against thermal cracking.",AL/HO-0001,aminoltm-heat-transfer-oil-32,Not available,Not available,Not available,Not available,"DIN 51522
ISO 6743-12 Family Q
ISO L-QB/QC",Not available,,,2025-05-24 08:25:00.893+00,,8,,"","Aminol™ Heat Transfer Oil 32 is recommended for thermo-oil boilers, air heaters, thermostats, steam generators, waste heat exchangers, and other industrial or household heat-transfer units. The maximum temperature under forced circulation is 330 °C.","Ensures reliable operation at high temperatures with exceptional thermal stability.
Prolongs service life through robust oxidation resistance.
Sustains heat transfer conductivity, optimizing system efficiency.
Exhibits remarkable endurance at elevated temperatures, leaving no residue.
Facilitates smooth operation at low temperatures.
Delivers outstanding corrosion protection for systems."
163,Aminol™ Heat Transfer Oil 46,"Aminol™ Heat Transfer Oil 46 is a top-quality heat transfer fluid designed for closed indirect heating systems. Crafted from highly refined base stocks, it offers exceptional oxidation stability and remarkable resistance against thermal cracking.",AL/HO-0002,aminoltm-heat-transfer-oil-46,Not available,Not available,Not available,Not available,"DIN 51522
ISO 6743-12 Family Q
ISO L-QB/QC",Not available,,,2025-05-24 08:25:00.905+00,,8,,"","Aminol™ Heat Transfer Oil 46 is recommended for thermo-oil boilers, air heaters, thermostats, steam generators, waste heat exchangers, and other industrial or household heat-transfer units. The maximum temperature under forced circulation is 330 °C.","Ensures reliable operation at high temperatures with exceptional thermal stability.
Prolongs service life through robust oxidation resistance.
Sustains heat transfer conductivity, optimizing system efficiency.
Exhibits remarkable endurance at elevated temperatures, leaving no residue.
Facilitates smooth operation at low temperatures.
Delivers outstanding corrosion protection for systems."
165,Aminol™ Classic CS1 SAE 30 CF-4/SG,"Aminol™ Classic CS1 SAE 30 CF-4/SG is a premium monograde mineral engine oil designed for robust performance in heavy-load diesel-powered engines, both those equipped with a turbocharger and those without, especially when operating under demanding and challenging conditions.",AL/EO-0075,aminoltm-classic-cs1-sae-30-cf-4sg,CF-4/SG,Not available,Not available,Not available,Not available,"ACEA E2, Allison C4, Caterpillar TO-2, MAN 270, MB-227.0/228.0, MTU Type 1,
MIL L-2104 E, MIL L-46152 E, 
ZF - TE-ML 03A, ZF - TE-ML 04A, 
ZF - TE-ML 04B, ZF - TE-ML 07D",,,2025-05-24 08:25:00.917+00,,1,17,"",Aminol™ Classic CS1 SAE 30 CF-4/SG is suitable for use in naturally aspirated and supercharged diesel engines operating under mild duty service conditions.,"Provides excellent oxidation stability and effective deposit control, ensuring consistent engine cleanliness and reliability.
Engineered to minimize wear and extend maintenance intervals.
Formulated to reduce oil consumption, thus managing costs effectively.
Its superior detergency effectively manages piston ring deposits and controls sludge buildup."
172,Aminol™ AgriMaster STOU 10W-40,"Aminol™ AgriMaster STOU 10W-40, designed for agricultural machinery, is a multifunctional lubricating oil formulated with top-grade solvent-refined base oils and a unique additive system. Ensuring long-term reliability and an extended operational life, it has universal application in engines, transmissions, hydraulic systems, fluid flywheels, and wet brakes.",AL/TO-0002,aminoltm-agrimaster-stou-10w-40,CF-4/CG-4/SF/GL-4,Not available,E3,Not available,"ZF TE-ML 06B/6C/6R/07B, MF M1135/M1139/1143/M1144/M1145, Allison C4, Caterpillar TO-2, JD J20C/J20D/J27, NH 030C/024C/410B/420A, NH 82009201/2/3, CNH MAT 3525/3526, Case MS 1204/6/7/9, Ford M2C159B/C, Ford M2C86B/C, Ford M2C134D, MB 227.1, Danfoss, Eaton M2950S/1-286-S",Not available,,,2025-05-24 08:25:00.991+00,,4,8,"","Aminol™ AgriMaster STOU 10W-40 is recommended for use in modern tractors and agricultural machinery equipped with or without turbocharged diesel engines. It is also universally applicable for the transmission, power take-off, final drive, hydraulic system, and oil-immersed wet brakes.","Excellent thermal- and oxidation stability
Superior dispersancy and detergency
Exceptional cold start properties
Improved protection against wear, corrosion and foam
Outstanding oil film strength
High pressure-absorption capability"
173,Aminol™ AgriMaster STOU 15W-30,"Aminol™ AgriMaster STOU 15W-30, designed for agricultural machinery, is a multifunctional lubricating oil formulated with top-grade solvent-refined base oils and a unique additive system. Ensuring long-term reliability and an extended operational life, it has universal application in engines, transmissions, hydraulic systems, fluid flywheels, and wet brakes.",AL/TO-0003,aminoltm-agrimaster-stou-15w-30,CF-4/CG-4/SF/GL-4,Not available,E3,Not available,"ZF TE-ML 06B/6C/6R/07B, MF M1135/M1139/1143/M1144/M1145, Allison C4, Caterpillar TO-2, JD J20C/J20D/J27, NH 030C/024C/410B/420A, NH 82009201/2/3, CNH MAT 3525/3526, Case MS 1204/6/7/9, Ford M2C159B/C, Ford M2C86B/C, Ford M2C134D, MB 227.1, Danfoss, Eaton M2950S/1-286-S",Not available,,,2025-05-24 08:25:01.001+00,,4,14,"","Aminol™ AgriMaster STOU 15W-30 is recommended for use in modern tractors and agricultural machinery equipped with or without turbocharged diesel engines. It is also universally applicable for the transmission, power take-off, final drive, hydraulic system, and oil-immersed wet brakes.","Excellent thermal- and oxidation stability
Superior dispersancy and detergency
Exceptional cold start properties
Improved protection against wear, corrosion and foam
Outstanding oil film strength
High pressure-absorption capability"
176,Aminol™ Mould Oil 10,"Aminol™ Mould Oil 10 is a release agent containing specialized mineral oil raffinates with rust inhibiting and separating properties. It forms a chemical-physical separating film that prevents adhesion between setting material and the mould, making it suitable for the production of concrete slabs and pre-stressed concrete.",AL/MR-0001,aminoltm-mould-oil-10,Not available,Not available,Not available,Not available,ISO 3448 VG 10,Not available,,,2025-05-24 08:25:01.029+00,,18,,"","Aminol™ Mould Oil 10 is suitable for steel and coated wooden shuttering used in concrete construction and the concrete industry, particularly with heated molds.","Ensures smooth concrete surface quality
Avoids surface impairment from adhesive or coating adhesion
Prevents staining, discoloration, and dust formation
Leaves no residue on the mould, allowing easy cleaning
Offers mold protection for extended use
Provides corrosion protection for the mould"
